"","word","freq","length_word"
"26011","苦苣菜生盤梗黴",1,7
"26012","苦苣菜格孢黴",1,6
"26013","苦苣菜粉孢黴",1,6
"26014","苦苣菜屬",1,4
"26015","苦粉孢牛肝菌",1,6
"26016","苦茶",1,2
"26017","苦草屬",1,3
"26018","苦參",2,2
"26019","苦參尾孢菌",1,5
"26020","苦參屬",1,3
"26021","苦惡鳥屬",1,4
"26022","苦紫絲膜菌",1,5
"26023","苦楝諸葛介",1,5
"26024","苦滇菜",26,3
"26025","苦寡孔菌",10,4
"26026","苦樂巴筆螺",1,5
"26027","苦樹",1,2
"26028","苦樹屬",1,3
"26029","苦擬蠍科",1,4
"26030","苦藍盤",2,3
"26031","苦藍盤屬",1,4
"26032","苦櫧葉點黴",1,5
"26033","苦藚菜屬",1,4
"26034","苦懸鉤子",6,4
"26035","苧麻",3,2
"26036","苧麻十星瓢蟲",1,6
"26037","苧麻小尾孢菌",1,6
"26038","苧麻天牛",1,4
"26039","苧麻夜蛾",2,4
"26040","苧麻始葉蟎",1,5
"26041","苧麻空星藻",1,5
"26042","苧麻炭疽刺盤孢菌",1,8
"26043","苧麻疫黴",1,4
"26044","苧麻細蝶",5,4
"26045","苧麻葉點黴",1,5
"26046","苧麻瘤蚜",1,4
"26047","苧麻膨痂銹菌",1,6
"26048","苧麻屬",1,3
"26049","英氏大嘴海牛",1,6
"26050","英氏裸胸鯙",2,5
"26051","英巨遥夜蛾",2,5
"26052","英帕纖恙蟎",1,5
"26053","英美凸尾介",1,5
"26054","英格擬棘茄魚",1,6
"26055","英雌蚤蠅",1,4
"26056","英蘭",1,2
"26057","苺果羽螅背鰓海牛",1,8
"26058","茁芽絲孢酵母菌",1,7
"26059","茂登粗跗家蟻",1,6
"26060","茂蘭絞蛛",1,4
"26061","范氏水雲",1,4
"26062","范氏布氏藻",1,5
"26063","范氏角毛藻",1,5
"26064","范氏副葉鰺",3,5
"26065","范氏蠕藻",1,4
"26066","范氏鰕虎屬",1,5
"26067","范睢肋骨介",1,5
"26068","范增似海梅介",1,6
"26069","范蠡彎貝介",1,5
"26070","茄",28,1
"26071","茄二十八星瓢蟲",1,7
"26072","茄十二星瓢蟲",1,6
"26073","茄子亞暗球腔菌",1,7
"26074","茄冬",11,2
"26075","茄冬假尾孢菌",1,6
"26076","茄目",1,2
"26077","茄色蛹筆螺",1,5
"26078","茄形麥螺",1,4
"26079","茄赤星病菌",1,5
"26080","茄長孢假尾孢菌",1,7
"26081","茄疣粉介殼蟲",1,6
"26082","茄科",1,2
"26083","茄苳窗蛾",1,4
"26084","茄苳薊馬",1,4
"26085","茄匐柄黴",1,4
"26086","茄擬莖點黴",3,5
"26087","茄鏈隔孢菌",2,5
"26088","茄屬",1,2
"26089","茄屬葉點黴",1,5
"26090","茄鐮孢菌",2,4
"26091","茄囊二孢菌",1,5
"26092","茅毛珍珠菜",1,5
"26093","茅瓜",8,2
"26094","茅瓜屬",1,3
"26095","茅苔蟲科",1,4
"26096","茅埔庄螢斑蛾",2,6
"26097","茅埔扁頭蠅",2,5
"26098","茅埔食蟲虻",2,5
"26099","茅埔蚜蠅",1,4
"26100","茅埔舞虻",2,4
"26101","茅埔廣口蠅",1,5
"26102","茅栗",28,2
"26103","茅根",16,2
"26104","茅根草屬",1,4
"26105","茅膏菜",6,3
"26106","茅膏菜科",1,4
"26107","茅膏菜蚜",1,4
"26108","茅膏菜屬",1,4
"26109","茉利恩蚜小蜂",1,6
"26110","茉莉",2,2
"26111","茉莉貝薊馬",1,5
"26112","茉莉花莖點黴菌",2,7
"26113","茉莉花黃化嵌紋病毒",1,9
"26114","茉莉花鱂",2,4
"26115","茉莉棒粉蝨",1,5
"26116","茉莉蕾螟",1,4
"26117","虹毛搖蚊",1,4
"26118","虹光亮櫻蛤",1,5
"26119","虹色圓趾蟹",1,5
"26120","虹吸蟲科",1,4
"26121","虹琉璃蟻屬",1,5
"26122","虹紋紫胸魚",3,5
"26123","虹紋銹天牛",1,5
"26124","虹彩叩頭蟲",1,5
"26125","虹彩病毒科",1,5
"26126","虹彩病毒屬",1,5
"26127","虹彩圓篩藻",1,5
"26128","虹彩瘦吉丁蟲",1,6
"26129","虹葉水蚤",1,4
"26130","虹燈魚屬",1,4
"26131","虻科",1,2
"26132","虻眼草",2,3
"26133","虻眼草屬",1,4
"26134","虻屬",1,2
"26135","衍附糞渫蜣屬",1,6
"26136","要離短蜂介",1,5
"26137","貞蕨",6,2
"26138","貞蕨屬",1,3
"26139","負板網蝽屬",1,5
"26140","負泥蟲溝姬蜂",1,6
"26141","負泥蟲燦金小蜂",1,7
"26142","負泥蟲屬",1,4
"26143","負泥蟲纓小蜂",1,6
"26144","負傷彎貝介",1,5
"26145","負載織紋螺",1,5
"26146","負蝽",1,2
"26147","負蝽科",1,3
"26148","負蝽屬",1,3
"26149","軍武刺鎧蝦",1,5
"26150","軍配飛蝨科",1,5
"26151","軍隊蚤蠅屬",1,5
"26152","軍艦鳥",2,3
"26153","軍艦鳥科",1,4
"26154","軍艦鳥屬",1,4
"26155","迦具土瘤突家蟻",1,7
"26156","迪氏文蛺蝶",1,5
"26157","迪氏長泥蟲",1,5
"26158","迪氏微裳蛾",1,5
"26159","迪氏腺管蟲",1,5
"26160","迪多溝額隱翅蟲",1,7
"26161","迪克氏固曲齒鯛",2,7
"26162","迪盲蝽屬",1,4
"26163","迪格梭形鼓藻",2,6
"26164","迪茨氏菌科",1,5
"26165","迪茨氏菌屬",1,5
"26166","迭鱗片蛇尾",3,5
"26167","郁李",1,2
"26168","郁金",1,2
"26169","郎氏針鯒",1,4
"26170","酋王豔花天牛",2,6
"26171","酋長全大蚊",1,5
"26172","酋胸鬚裳蛾",1,5
"26173","酋婦蟹科",1,4
"26174","酋飾蜾蠃",1,4
"26175","酋蟹屬",1,3
"26176","重刻切葉蜂",2,5
"26177","重胃蚓屬",1,4
"26178","重胸燧鯛",1,4
"26179","重毫蠅屬",1,4
"26180","重陽木螢斑蛾",2,6
"26181","重陽木屬",1,4
"26182","重塔盧薈",6,4
"26183","重盤吸蟲屬",1,5
"26184","重盤科",1,3
"26185","重複草包蝸牛",3,6
"26186","重複擔菌屬",1,5
"26187","重齒單趾鼬魚",1,6
"26188","重點斑鮃",2,4
"26189","重瓣大岩桐",1,5
"26190","重瓣朱槿",1,4
"26191","重瓣麻球",1,4
"26192","重疊晃蓋螺",1,5
"26193","重疊錐折螺",1,5
"26194","重觀錐形珊瑚",1,6
"26195","陌上草",3,3
"26196","陌菌屬",1,3
"26197","降真香",6,3
"26198","降真香屬",1,4
"26199","降福長足虻",1,5
"26200","面天樹蛙",2,4
"26201","面矛戎",1,3
"26202","面狀前實吸蟲",1,6
"26203","面花蜂屬",1,4
"26204","面真亮羽水蚤",1,6
"26205","面紗芋螺",1,4
"26206","面紗薄泡螺",1,5
"26207","面蛸科",1,3
"26208","面蛸屬",1,3
"26209","革孔菌屬",1,4
"26210","革氏大萼蘚",1,5
"26211","革舌蕨",4,3
"26212","革舌蕨屬",1,4
"26213","革色絲齒菌",4,5
"26214","革杜蘭蟋",1,4
"26215","革板蟎屬",1,4
"26216","革狗母魚",1,4
"26217","革翅目",1,3
"26218","革條田中鰟鮍",2,6
"26219","革異薄孔菌",4,5
"26220","革單棘魨屬",1,5
"26221","革菌目",1,3
"26222","革菌科",1,3
"26223","革菌屬",1,3
"26224","革葉冬青",4,4
"26225","革葉羊角扭",5,5
"26226","革葉紫萁屬",1,5
"26227","革葉蕨假尾孢菌",1,7
"26228","革葉鐵角蕨",8,5
"26229","革蜱屬",1,3
"26230","革鞍蟎屬",1,4
"26231","革龜",1,2
"26232","革龜科",1,3
"26233","革龜屬",1,3
"26234","革灌藻目",1,4
"26235","革囊星蟲目",1,5
"26236","革囊星蟲科",1,5
"26237","革囊星蟲綱",1,5
"26238","革囊星蟲屬",1,5
"26239","韋氏毛龍蝦",1,5
"26240","韋氏巨夜蛾",1,5
"26241","韋氏亥鬚裳蛾",2,6
"26242","韋氏江口沙珊瑚",1,7
"26243","韋氏灰毒蛾",1,5
"26244","韋氏米蝦",1,4
"26245","韋氏脊翅葉蟬",1,6
"26246","韋氏迴舟蛾",1,5
"26247","韋氏側帶小公魚",1,7
"26248","韋氏軸孔珊瑚",1,6
"26249","韋氏圓蕈珊瑚",1,6
"26250","韋氏腦紋珊瑚",1,6
"26251","韋氏蕈柱珊瑚",1,6
"26252","韋氏擬阿姑蝦",1,6
"26253","韋氏擬彩虎蛾",1,6
"26254","韋伯冠杯珊瑚",1,6
"26255","韋伯靈芝",1,4
"26256","韭菜",9,2
"26257","韭菜潛葉蠅屬",1,6
"26258","韭葉蘭",16,3
"26259","韭葉蘭屬",1,4
"26260","韭蔥",1,2
"26261","韭蘭",3,2
"26262","音溝額隱翅蟲",1,6
"26263","風不動",1,3
"26264","風不動屬",1,4
"26265","風車子屬",1,4
"26266","風車草屬",1,4
"26267","風花菜",4,3
"26268","風信子",1,3
"26269","風信子屬",1,4
"26270","風美細辛",1,4
"26271","風疹病毒科",1,5
"26272","風疹病毒屬",1,5
"26273","風鈴木",1,3
"26274","風鈴花",1,3
"26275","風鈴晃蓋螺",2,5
"26276","風鈴草鞘銹菌",1,6
"26277","風暴海燕屬",1,5
"26278","風箱樹",7,3
"26279","風箱樹粉孢黴",1,6
"26280","風箱樹假尾孢菌",1,7
"26281","風箱樹擬小卵孢黴",1,8
"26282","風箱樹屬",1,4
"26283","風輪菜",2,3
"26284","風輪菜亞小孢殼菌",1,8
"26285","風輪菜屬",1,4
"26286","風藤",5,2
"26287","風藤合位節蜱",2,6
"26288","風藤泰節蜱",1,5
"26289","風藤粉蝨",1,4
"26290","風藤棒粉蝨",1,5
"26291","風蘭",2,2
"26292","風蘭屬",2,3
"26293","飛天單家蟻",1,5
"26294","飛白楓海星",1,5
"26295","飛白楓海星科",1,6
"26296","飛白楓海星屬",1,6
"26297","飛白錐折螺",1,5
"26298","飛地海星屬",1,5
"26299","飛角魚科",1,4
"26300","飛角魚屬",1,4
"26301","飛來山假金星介",1,7
"26302","飛柔魚屬",1,4
"26303","飛海蛾魚",4,4
"26304","飛納多海星",1,5
"26305","飛蚜蠅屬",1,4
"26306","飛馬斜紋藻",1,5
"26307","飛羚舞虻屬",1,5
"26308","飛魚科",1,3
"26309","飛魚屬",1,3
"26310","飛揚阿裳蛾",2,5
"26311","飛棧腔環蚓",1,5
"26312","飛絮實蠅屬",1,5
"26313","飛翔小果蠅",1,5
"26314","飛翔蟻巢隱翅蟲",1,7
"26315","飛碟玉黍螺",1,5
"26316","飛蜥科",1,3
"26317","飛鳳兜舌蘭",1,5
"26318","飛鳶花燭",1,4
"26319","飛彈芋螺",1,4
"26320","飛彈螺",2,3
"26321","飛彈螺屬",1,4
"26322","飛蓬屬",1,3
"26323","飛蝗",1,2
"26324","飛蝶蘭",1,3
"26325","飛輪蟹",1,3
"26326","飛輪蟹屬",1,4
"26327","飛機草",12,3
"26328","飛機草尾孢菌",1,6
"26329","飛機葉海牛",1,5
"26330","飛燕小花介",1,5
"26331","飛燕草",1,3
"26332","飛燕深海角介",1,6
"26333","飛龍小花介",1,5
"26334","飛龍白粉蝶",2,5
"26335","飛龍白粉蝶屬",1,6
"26336","飛龍掌血",5,4
"26337","飛龍掌血同足節蜱",1,8
"26338","飛龍掌血亞銹菌",1,7
"26339","飛龍掌血蘇氏節蜱",1,8
"26340","飛龍掌血屬",1,5
"26341","飛蠅芋螺",1,4
"26342","飛鏢圓拱[虫穴]蟎",1,7
"26343","飛鱵屬",1,3
"26344","食人鯊",6,3
"26345","食人鯊屬",1,4
"26346","食用土當歸",2,5
"26347","食用土當歸葉點黴",1,8
"26348","食用仙人掌",3,5
"26349","食用正海膽",5,5
"26350","食用松藻",1,4
"26351","食用美人蕉",1,5
"26352","食用樓梯草",1,5
"26353","食用鵝膏菌",1,5
"26354","食用蠟燭木",1,5
"26355","食竹裂爪蟎",1,5
"26356","食肉三齒黴",1,5
"26357","食肉目",1,3
"26358","食孢薊馬科",1,5
"26359","食孢薊馬屬",1,5
"26360","食物堆肥黃色單胞菌",1,9
"26361","食茱萸",4,3
"26362","食蚊魚",2,3
"26363","食蚊魚屬",1,4
"26364","食蚊鋏蠓",1,4
"26365","食蚜蠅科",1,4
"26366","食蚜蠅跳小蜂屬",1,7
"26367","食蚜蠅屬",1,4
"26368","食蚧蚜小蜂屬",1,6
"26369","食甜蟎科",1,4
"26370","食甜蟎屬",1,4
"26371","食蛇龜",1,3
"26372","食植瓢蟲屬",1,5
"26373","食滿瓢蟲屬",1,5
"26374","食骸甲屬",1,4
"26375","食蟎薊馬屬",1,5
"26376","食蟲虻科",1,4
"26377","食蟲瘤胸蛛",4,5
"26378","食蟹荳齒蛇鰻",3,6
"26379","食蟹獴",2,3
"26380","首高薊馬屬",1,5
"26381","首都葉點黴",1,5
"26382","首臺同足節蜱",1,6
"26383","首頸刺鎧蝦",1,5
"26384","香叉葉草",1,4
"26385","香大蚊屬",1,4
"26386","香山瘦幽靈蛛",1,6
"26387","香尤納衣",2,4
"26388","香水合歡",1,4
"26389","香水草",1,3
"26390","香水樹",1,3
"26391","香水樹屬",1,4
"26392","香水檸檬",2,4
"26393","香牙蕉",1,3
"26394","香仙人球",1,4
"26395","香瓜茄",16,3
"26396","香瓜銹天牛",1,5
"26397","香矢車菊",1,4
"26398","香杉芝",2,3
"26399","香乳菇",5,3
"26400","香奇唇蘭",1,4
"26401","香林纖恙蟎",1,5
"26402","香波羅",1,3
"26403","香花羊耳蒜",2,5
"26404","香花藤",1,3
"26405","香附子",42,3
"26406","香附子疫黴",1,5
"26407","香青",8,2
"26408","香冠柏",1,3
"26409","香指甲蘭",1,4
"26410","香洋葵",1,3
"26411","香科科屬",1,4
"26412","香苦草",2,3
"26413","香苦草屬",1,4
"26414","香茅",17,2
"26415","香茅假尾孢菌",1,6
"26416","香茅屬",1,3
"26417","香栓菌",3,3
"26418","香桂",6,2
"26419","香桂突毛粉蝨",1,6
"26420","香浴草",1,3
"26421","香脂木豆屬",1,5
"26422","香脂冷杉小隔孢煤菌",1,9
"26423","香茶菜",3,3
"26424","香茶菜殼針孢菌",1,7
"26425","香茶菜屬",1,4
"26426","香茹",12,2
"26427","香茹屬",1,3
"26428","香草",1,2
"26429","香鬼督郵",3,4
"26430","香堇菜",1,3
"26431","香莎草蘭",2,4
"26432","香莢蘭",1,3
"26433","香雪球",1,3
"26434","香雪球屬",1,4
"26435","香魚",3,2
"26436","香魚屬",1,3
"26437","香棒葉蝴蝶蘭",1,6
"26438","香港大蚊",1,4
"26439","香港毛蘭",4,4
"26440","香港外嚙蟲",1,5
"26441","香港妙蠅",2,4
"26442","香港後頜魚",1,5
"26443","香港食蟲虻",5,5
"26444","香港針房藤",2,5
"26445","香港斑嚙蟲",1,5
"26446","香港植綏蟎",1,5
"26447","香港絨毛金龜",1,6
"26448","香港絨泡黏菌",1,6
"26449","香港蛛屬",1,4
"26450","香港溜芒蠅",1,5
"26451","香港溜蠅",1,4
"26452","香港綬草",1,4
"26453","香港蟳",1,3
"26454","香港艷細蠅",1,5
"26455","香菇",2,2
"26456","香菇屬",1,3
"26457","香黃花茅",15,4
"26458","香椿",16,2
"26459","香椿四節蜱",1,5
"26460","香椿屬",1,3
"26461","香楠",4,2
"26462","香楠叉木蝨",1,5
"26463","香楠加植節蜱",1,6
"26464","香楠單冬銹菌",2,6
"26465","香楠無偽足節蜱",1,7
"26466","香楠畸節蜱",1,5
"26467","香睡蓮",1,3
"26468","香萬朵蘭",1,4
"26469","香葉樹",9,3
"26470","香葉樹內冬子船盾殼菌",1,10
"26471","香葉樹加植節蜱",1,7
"26472","香葉樹羽爪節蜱",1,7
"26473","香葉樹似尖葉節蜱",1,8
"26474","香葉樹圍盾介殼蟲",1,8
"26475","香葵",2,2
"26476","香蜂草",1,3
"26477","香臺灣大蚊",1,5
"26478","香蒲",5,2
"26479","香蒲半髮網黏菌",1,7
"26480","香蒲半髮網黏菌模擬變)",1,10
"26481","香蒲科",2,3
"26482","香蒲殼針孢菌",1,6
"26483","香蒲屬",1,3
"26484","香蜘蛛蘭",1,4
"26485","香線柱蘭",3,4
"26486","香蝴蝶蘭",1,4
"26487","香豌豆",1,3
"26488","香豌豆屬",1,4
"26489","香樹泥大蚊",1,5
"26490","香澤蘭",30,3
"26491","香澤蘭屬",1,4
"26492","香蕉",3,2
"26493","香蕉內串生孢菌",1,7
"26494","香蕉分化型尖鐮孢菌",2,9
"26495","香蕉交脈蚜",1,5
"26496","香蕉並盾介殼蟲",1,7
"26497","香蕉孢菌科",1,5
"26498","香蕉冠網蝽",1,5
"26499","香蕉挵蝶絨繭蜂",1,7
"26500","香蕉假莖象鼻蟲",1,7
"26501","香蕉條紋病毒",2,6
"26502","香蕉球座腔菌",3,6
"26503","香蕉球莖象鼻蟲",1,7
"26504","香蕉細齒生雙孢菌",4,8
"26505","香蕉頂束病毒屬",1,7
"26506","香蕉腎圓盾介殼蟲",1,8
"26507","香蕉菜",1,3
"26508","香蕉菜屬",1,4
"26509","香蕉萎縮病毒",1,6
"26510","香蕉黑星病菌",1,6
"26511","香蕉暗球腔菌",1,6
"26512","香蕉鏽薊馬",1,5
"26513","香龍血樹",19,4
"26514","香螺",1,2
"26515","香螺科",1,3
"26516","香黏褶菌",8,4
"26517","香檬菊屬",1,4
"26518","香薷",3,2
"26519","香薷屬",1,3
"26520","香攀緣蘭",1,4
"26521","香爐鐘螺",1,4
"26522","香蘑屬",1,3
"26523","香蘭",4,2
"26524","香蘭屬",1,3
"26525","香鱗始蕨",14,4
"26526","香鱗始蕨屬",1,5
"26527","修女廣口蠅",1,5
"26528","修氏庫蠓",1,4
"26529","修尾蚜屬",1,4
"26530","修長玄珠螺",1,5
"26531","修長粉褶菌",1,5
"26532","修長捲管螺",2,5
"26533","修殿尾蛾",1,4
"26534","修飾裂臂戎",1,5
"26535","修管薊馬屬",1,5
"26536","修裳蛾",1,3
"26537","修蕨屬",1,3
"26538","俯垂穴子蕨",2,5
"26539","俳蛺蝶屬",1,4
"26540","倉鼠甲脅蝨",1,5
"26541","倉鼠科",1,3
"26542","倍利翁戎螺",1,5
"26543","倍足綱",1,3
"26544","倍棘蛇尾屬",1,5
"26545","倍蕊田繁縷",2,5
"26546","倒三角形似指狀孢菌",1,9
"26547","倒立水母",1,4
"26548","倒立水母科",1,5
"26549","倒吊仙人鞭",1,5
"26550","倒吊筆駝孢銹菌",1,7
"26551","倒吊筆屬",1,4
"26552","倒吊蓮",3,3
"26553","倒吊蘭",5,3
"26554","倒吊蘭屬",1,4
"26555","倒地蜈蚣",4,4
"26556","倒地蜈蚣屬",1,5
"26557","倒地鈴",1,3
"26558","倒地鈴屬",1,4
"26559","倒卵形擬小孔菌",14,7
"26560","倒卵葉冬青",3,5
"26561","倒卵葉裂緣花",3,6
"26562","倒卵葉蕘花",3,5
"26563","倒卵葉饅頭果優頭細蛾",1,10
"26564","倒刺狗尾草",28,5
"26565","倒垂風蘭",2,4
"26566","倒垂香蘑",8,4
"26567","倒掛金鐘",1,4
"26568","倒梨形絨泡黏菌",1,7
"26569","倒棘牛尾魚屬",1,6
"26570","倒棘副三棘魨",1,6
"26571","倒棘魨屬",1,4
"26572","倒鈎食蟲虻屬",1,6
"26573","倒葉瘤足蕨",9,5
"26574","倒錐集珠黴",1,5
"26575","倒彎齒叉石蛾",1,6
"26576","候生半羽花介",1,6
"26577","倩素蟋",1,3
"26578","倫比箸海鰓",1,5
"26579","倫氏仙掌藻",1,5
"26580","倫氏鱗鰭烏尾鮗",2,7
"26581","倫瓦簑苔",1,4
"26582","倭小豆",1,3
"26583","倭竹屬",1,3
"26584","倭羽扇豆",1,4
"26585","倭番石榴",1,4
"26586","倭鋏晏蜓",1,4
"26587","兼食瓢蟲屬",1,5
"26588","冥灰夜蛾",2,4
"26589","冥秘夜蛾",3,4
"26590","冥葬甲屬",1,4
"26591","准天竺鯛",2,4
"26592","准天竺鯛屬",1,5
"26593","准的鯛科",1,4
"26594","准的鯛屬",1,4
"26595","准寄居蟹屬",1,5
"26596","准魚蛉屬",1,4
"26597","准蕈蚊科",1,4
"26598","准燧鯛屬",1,4
"26599","凋毛藻",2,3
"26600","凋毛藻屬",1,4
"26601","凌波屬",1,3
"26602","凌風草",1,3
"26603","凌風草屬",1,4
"26604","凌幅尺蛾",1,4
"26605","凌亂馬鞭草",1,5
"26606","凌霄屬",1,3
"26607","凍土毛黴",2,4
"26608","凍子椰子",4,4
"26609","凍子椰子屬",1,5
"26610","凍亮羽水蚤",1,5
"26611","凍原豆雁",2,4
"26612","剖刀鴨嘴蛤",2,5
"26613","剛毛大孢孔菌",2,6
"26614","剛毛日規殼",2,5
"26615","剛毛根管藻",1,5
"26616","剛毛粉蝨",1,4
"26617","剛毛蛀船蛤",2,5
"26618","剛毛絲皮菌",5,5
"26619","剛毛黃蜀葵",2,5
"26620","剛毛藻",1,3
"26621","剛毛藻目",1,4
"26622","剛毛藻科",1,4
"26623","剛毛藻屬",1,4
"26624","剛竹",30,2
"26625","剛竹半斑盤黴",1,6
"26626","剛竹柄銹菌",1,5
"26627","剛刺肉蠅",1,4
"26628","剛果毛殼菌",1,5
"26629","剛莠竹",17,3
"26630","剛絲絨泡黏菌",1,6
"26631","剛葉松",1,3
"26632","剛蜾蠃屬",1,4
"26633","剝皮巨星介",1,5
"26634","剝離葚孢菌",1,5
"26635","卿雲筒細樹皮蟲",1,7
"26636","原口動物下界",1,6
"26637","原大蚊屬",1,4
"26638","原子繞眼果蠅",1,6
"26639","原小單孢菌科",1,6
"26640","原天竺鯛屬",1,5
"26641","原毛平革菌科",3,6
"26642","原毛平革菌屬",1,6
"26643","原氏鹿藥",1,4
"26644","原玉筋魚屬",1,5
"26645","原生生物界",1,5
"26646","原甲藻科",1,4
"26647","原甲藻屬",1,4
"26648","原白蟻科",1,4
"26649","原白蟻屬",1,4
"26650","原矛頭蝮屬",1,5
"26651","原多甲藻屬",1,5
"26652","原戎屬",1,3
"26653","原色白睫苔",7,5
"26654","原完眼蝶角蛉屬",1,7
"26655","原尾目",1,3
"26656","原尾瘤蝽",1,4
"26657","原足目",1,3
"26658","原足蟲科",1,4
"26659","原始有肺目",1,5
"26660","原始奈氏鱈",2,5
"26661","原始長足虻",1,5
"26662","原始寄蠅",2,4
"26663","原始廁蠅",1,4
"26664","原始陽蠅",1,4
"26665","原始腹足目",1,5
"26666","原始觀音座蓮屬",1,7
"26667","原枝蔓苔",3,4
"26668","原長緣跳小蜂屬",1,7
"26669","原型束鞘藻",2,5
"26670","原指樹蛙屬",1,5
"26671","原柱菌目",1,4
"26672","原柱菌綱",1,4
"26673","原胚衣屬",1,4
"26674","原飛魚屬",1,4
"26675","原海豚屬",1,4
"26676","原胸牙蟲屬",1,5
"26677","原蚌蟲屬",1,4
"26678","原鬼筆科",1,4
"26679","原寄居蟹屬",1,5
"26680","原梭螺屬",1,4
"26681","原球實蠅",1,4
"26682","原細蟻屬",1,4
"26683","原野看麥娘",28,5
"26684","原野庫蠓",1,4
"26685","原野龜金花蟲",1,6
"26686","原斑紅蝽",1,4
"26687","原棲螽屬",1,4
"26688","原無突葉蟬",1,5
"26689","原筆腹菌屬",1,5
"26690","原絲鳳尾苔",1,5
"26691","原黃姑魚屬",1,5
"26692","原黑翅蕈蚋屬",1,6
"26693","原搖蚊屬",1,4
"26694","原綿介殼蟲屬",1,6
"26695","原鼻白蟻",1,4
"26696","原鼻白蟻屬",1,5
"26697","原蝦蛄科",1,4
"26698","原銳紅蝽",1,4
"26699","原器長角石蛾",1,6
"26700","原燈頰鯛屬",1,5
"26701","原鋸蟻形蜂屬",1,6
"26702","原頭目",1,3
"26703","原頭科",1,3
"26704","原螯蝦屬",1,4
"26705","原雞",1,2
"26706","原雞屬",1,3
"26707","原鞭目",1,3
"26708","原鯊科",1,3
"26709","原鯊屬",1,3
"26710","原鏢水蚤屬",1,5
"26711","原藻界",1,3
"26712","原鶴海鰻",2,4
"26713","原鶴康吉吻鰻",1,6
"26714","原囊菌科",1,4
"26715","原囊菌屬",1,4
"26716","原囊黴目",1,4
"26717","原囊黴科",1,4
"26718","原囊黴綱",1,4
"26719","員山全大蚊",1,5
"26720","員林盾蝸牛",1,5
"26721","哥佗平頭水蚤",2,6
"26722","哥歧氏疣鱗蘚",1,6
"26723","哥倫比亞盒星",2,6
"26724","哥倫比亞蟲黴",1,6
"26725","哥納香",1,3
"26726","哥納香屬",1,4
"26727","哥綠懷蘭",2,4
"26728","哥綠懷蘭屬",1,5
"26729","哥德氏青黴",1,5
"26730","哦姬蜂屬",1,4
"26731","哲氏暹邏蟹",1,5
"26732","哲水蚤目",1,4
"26733","哲水蚤科",1,4
"26734","哲水蚤屬",1,4
"26735","哲胸刺水蚤",1,5
"26736","哲蟹科",1,3
"26737","哺乳綱",1,3
"26738","哺乳類腺病毒屬",1,7
"26739","唇口目",1,3
"26740","唇形目",1,3
"26741","唇形科",2,3
"26742","唇角水蚤屬",1,5
"26743","唇角捲管螺",1,5
"26744","唇足綱",1,3
"26745","唇孢藻屬",1,4
"26746","唇盲蝽屬",1,4
"26747","唇指䱵科",1,4
"26748","唇指䱵屬",1,4
"26749","唇姬蜂屬",1,4
"26750","唇展瓢蟲屬",1,5
"26751","唇粉蝨屬",1,4
"26752","唇蛇尾目",1,4
"26753","唇魚屬",1,3
"26754","唇蜾蠃屬",1,4
"26755","唇鼻擬鯙屬",1,5
"26756","唇盤鳚屬",1,4
"26757","唇齒鳚屬",1,4
"26758","唇瓢蟲屬",1,4
"26759","唇螋屬",1,3
"26760","唇龍隙蛛",1,4
"26761","唇螺屬",1,3
"26762","唇瓣烏賊",1,4
"26763","唇羅姬蛛",1,4
"26764","唇䱻",2,2
"26765","唇鱗蘚屬",1,4
"26766","唐山茶",1,3
"26767","唐氏海螄螺",1,5
"26768","唐水蛇",1,3
"26769","唐加羅葵珊瑚",1,6
"26770","唐生寄蠅",2,4
"26771","唐白鷺",2,3
"26772","唐竹",12,2
"26773","唐竹屬",1,3
"26774","唐杜鵑",8,3
"26775","唐松草屬",1,4
"26776","唐冠螺",1,3
"26777","唐冠螺科",1,4
"26778","唐冠螺屬",1,4
"26779","唐秋沙",1,3
"26780","唐納雀科",1,4
"26781","唐草芋螺",1,4
"26782","唐菖蒲",1,3
"26783","唐菖蒲分化型尖鐮孢菌",1,10
"26784","唐菖蒲伯克氏菌",2,7
"26785","唐菖蒲薊馬",1,5
"26786","唐菖蒲屬",1,4
"26787","圃鵐",1,2
"26788","埃及三葉草",2,5
"26789","埃及羽扇豆",1,5
"26790","埃及吹綿介殼蟲",1,7
"26791","埃及假蓬",8,4
"26792","埃及偶苔蟲",2,5
"26793","埃及斑蚊",1,4
"26794","埃及雁",1,3
"26795","埃及聖䴉",2,4
"26796","埃及穢蠅",1,4
"26797","埃及鎧甲蝦",1,5
"26798","埃氏笛鯛",3,4
"26799","埃氏標燈魚",2,5
"26800","埃氏磨鰕虎",1,5
"26801","埃氏蟄龍介蟲",1,6
"26802","埃希氏菌屬",1,5
"26803","埃姬蜂屬",1,4
"26804","埃涅溝額隱翅蟲",1,7
"26805","埃蛛科",1,3
"26806","埃蛛屬",1,3
"26807","埃須蟎屬",1,4
"26808","埃螋屬",1,3
"26809","埋葬蟲科",1,4
"26810","埋糞盤菌",1,4
"26811","埔里中華爬岩鰍",1,7
"26812","埔里甲大蚊",2,5
"26813","埔里白緣虎天牛",1,7
"26814","埔里杜鵑",1,4
"26815","埔里刺翅天牛",2,6
"26816","埔里松村葩苔蛾",2,7
"26817","埔里虎天牛",1,5
"26818","埔里長小蠹",1,5
"26819","埔里星弄蝶",1,5
"26820","埔里胖絨毛金龜",1,7
