"","word","freq","length_word"
"7797","紅頭綠鳩(台灣亞種)",2,8
"7798","紅頭綠鳩八重山亞種",1,9
"7799","紅頭綠鳩台灣亞種",2,8
"7800","紅頭穗鶥",2,4
"7801","紅頭蘭屬",1,4
"7802","紅頸凸眼天牛",1,6
"7803","紅頸瓢蟲",2,4
"7804","紅頸濱鷸",1,4
"7805","紅頸瓣蹼鷸",2,5
"7806","紅龍",5,2
"7807","紅擬豹斑蝶",2,5
"7808","紅環蛺蝶",2,4
"7809","紅環蝶",1,3
"7810","紅螯螯蝦",1,4
"7811","紅螯蟹",1,3
"7812","紅點虎麻",5,4
"7813","紅點烏小灰蝶",2,6
"7814","紅點真動齒鳚",3,6
"7815","紅點粉蝶",2,4
"7816","紅點梯形蟹",3,5
"7817","紅點龍",3,3
"7818","紅點鱠",2,3
"7819","紅蟳",1,2
"7820","紅雙角魚",2,4
"7821","紅雞仔",21,3
"7822","紅雞魚",6,3
"7823","紅離鰭鯛",2,4
"7824","紅顏裸金蠅",1,5
"7825","紅簾魚",8,3
"7826","紅繩兒",1,3
"7827","紅藤草",1,3
"7828","紅蟹",1,2
"7829","紅邊多彩海蛞蝓",2,7
"7830","紅邊黃小灰蝶",2,6
"7831","紅麗魚",2,3
"7832","紅礫仔",3,3
"7833","紅蘆莖珊瑚",2,5
"7834","紅蠔魚(雌)",12,4
"7835","紅魔鬼",3,3
"7836","紅鰭海龍",3,4
"7837","紅鰭笛鯛",4,4
"7838","紅鰭韌鰕虎",1,5
"7839","紅鰭圓鰺",3,4
"7840","紅鰭裸頰鯛",1,5
"7841","紅鶴蘭",22,3
"7842","紅鰱魚",5,3
"7843","紅鰺",5,2
"7844","紅鱠",3,2
"7845","紅鱠仔",6,3
"7846","紅鱧",2,2
"7847","紅鷺鷥",7,3
"7848","紅鑽魚",1,3
"7849","紅鱸",4,2
"7850","紅鸚哥",4,3
"7851","美人魚",5,3
"7852","美尾棘魨",2,4
"7853","美洲大蠊",3,4
"7854","美洲木鴨",2,4
"7855","美洲水鼈",6,4
"7856","美洲合萌",9,4
"7857","美洲尖尾鷸",2,5
"7858","美洲葉顎蝦",1,5
"7859","美洲慈菇",1,4
"7860","美洲滿江紅",1,5
"7861","美洲綠翅鴨",1,5
"7862","美洲綠鬣蜥",1,5
"7863","美洲鴛鴦",2,4
"7864","美洲磯雁",1,4
"7865","美洲螯蝦",1,4
"7866","美洲蟑螂",3,4
"7867","美唇隱柱蘭",12,5
"7868","美姬灰蝶",3,4
"7869","美國牛蛙",3,4
"7870","美國金線蓮",14,5
"7871","美國螯蝦",1,4
"7872","美國櫻桃",2,4
"7873","美彩青尺蛾",3,5
"7874","美眼蛺蝶",7,4
"7875","美葉鳳尾蕉",2,5
"7876","美達卡",2,3
"7877","美鳳蝶",3,3
"7878","美蕨繩苔",8,4
"7879","美麗毛背魚",1,5
"7880","美麗枝牙鰕虎魚",2,7
"7881","美麗柱星珊瑚",2,6
"7882","美麗柱海蛞蝓",1,6
"7883","美麗相思子",9,5
"7884","美麗紅扇珊瑚",1,6
"7885","美麗胡枝子",3,5
"7886","美麗假銀杏蟹",1,6
"7887","美麗勒脫沙珊瑚",2,7
"7888","美麗異木棉",2,5
"7889","美麗短鰭蓑鮋",2,6
"7890","美麗裸胸鱔",1,5
"7891","美鰕虎魚",2,4
"7892","耶馬臺凸尾介",1,6
"7893","背刺繩苔",4,4
"7894","背帶長絨鮋",2,5
"7895","背帶鷹䱵",2,4
"7896","背條雀蛾",1,4
"7897","背斑眶鋸雀鯛",2,6
"7898","背斑閻魔金龜",1,6
"7899","背斑鸚鯛",1,4
"7900","背棘魚",3,3
"7901","背筋雀",1,3
"7902","背黃斑蔭蝶",2,5
"7903","背瘤刺緣大薄翅天牛",1,9
"7904","背線長喙天蛾",1,6
"7905","胎生鐵角蕨",5,5
"7906","胎沙",2,2
"7907","胎鳚",2,2
"7908","胎鱂",7,2
"7909","胖頭鰱",2,3
"7910","胡瓜螺",2,3
"7911","胡桐",1,2
"7912","胡麻花",5,3
"7913","胡麻斑天牛",2,5
"7914","胡麻斑白蝶",1,5
"7915","胡麻斑刺翅天牛",1,7
"7916","胡麻斑挾蝶",1,5
"7917","胡麻斑粉蝶",1,5
"7918","胡麻蝶",2,3
"7919","胡麻屬",1,3
"7920","胡椒廣翅蠟蟬",1,6
"7921","胡溜",4,2
"7922","苔娜黛眼蝶",1,5
"7923","苔海馬",1,3
"7924","苔斑勾吻鱔",2,5
"7925","苦水花",1,3
"7926","苦瓜萎凋病菌",1,6
"7927","苦瓜露菌",2,4
"7928","苦甘仔",1,3
"7929","苦竹",28,2
"7930","苦花",2,2
"7931","苦扁桃葉石櫟",2,6
"7932","苦苓",1,2
"7933","苦苓舅",1,3
"7934","苦草",24,2
"7935","苦偎",2,2
"7936","苦參決明",2,4
"7937","苦參類決明",1,5
"7938","苦粗仔",1,3
"7939","苦蚵仔",5,3
"7940","苦菜",26,2
"7941","苦楝樹",1,3
"7942","苦蒿",5,2
"7943","苦槽仔",4,3
"7944","苦蕒菜屬",1,4
"7945","苦瞭",6,2
"7946","苦蠔仔",5,3
"7947","苦蘵",3,2
"7948","苦鱙",7,2
"7949","苧胥",15,2
"7950","苧麻珍蝶",3,4
"7951","苧麻斑蛺蝶",3,5
"7952","苧麻蝶",3,3
"7953","茀蕨屬",1,3
"7954","范氏塘鱧屬",1,5
"7955","范福扁帶管蝸牛",1,7
"7956","茄子",28,2
"7957","茄冬仔",3,3
"7958","茄苳",11,2
"7959","茄苳白蟻",2,4
"7960","茄藻",1,2
"7961","茅茹竹",1,3
"7962","茅斑蝗鶯",4,4
"7963","茅斑蝗鶯(日本亞種)",1,8
"7964","茉莉",8,2
"7965","茐草屬",1,3
"7966","虹色金線魚",4,5
"7967","虹紋龍",3,3
"7968","虹紋鸚鯛",3,4
"7969","虹彩儒艮鯛",4,5
"7970","虹彩鯛",6,3
"7971","虹鱂",1,2
"7972","虹鱒",3,2
"7973","虻鮋(蜂鮋)",3,4
"7974","負子蟲",1,3
"7975","軌帶蛾",1,3
"7976","軍曹魚",4,3
"7977","迭穗莎草",23,4
"7978","重月紋翠鳳蝶",1,6
"7979","重胸棘鯛",1,4
"7980","重幃翠鳳蝶",1,5
"7981","重幃鳳蝶",1,4
"7982","重樓屬",1,3
"7983","重齒單趾鼬鳚",1,6
"7984","閂絲",2,2
"7985","降霜長鬚天牛",1,6
"7986","面型細虎天牛",1,6
"7987","革似鰺",3,3
"7988","革狗母",1,3
"7989","革條田中鰟鮍",1,6
"7990","革條副鱊",3,4
"7991","革龜",1,2
"7992","韋氏光鰓魚",1,5
"7993","韋氏冠杯珊瑚",1,6
"7994","韋氏胡麻斑粉蝶",2,7
"7995","韋氏麻粉蝶",2,5
"7996","韋氏麻斑粉蝶",2,6
"7997","韋氏黑蔭蝶",1,5
"7998","韭廣蛇尾",1,4
"7999","風不動藤",2,4
"8000","風茄兒",1,3
"8001","風鈴草",13,3
"8002","風鈴蘭屬",1,4
"8003","風篦草",7,3
"8004","飛角",9,2
"8005","飛角魚",7,3
"8006","飛柔魚",1,3
"8007","飛烏",65,2
"8008","飛烏虎",20,3
"8009","飛烏蛇仔",5,4
"8010","飛揚草",23,3
"8011","飛楊草",23,3
"8012","飛蛾子樹",3,4
"8013","飛蛾槭",3,3
"8014","飛鼠",10,2
"8015","飛蝠",1,2
"8016","飛魴仔",23,3
"8017","飛魷",2,2
"8018","飛機草",30,3
"8019","飛機葉海麒麟",1,6
"8020","飛龍粉蝶",1,4
"8021","飛翼",7,2
"8022","飛鏢圓拱(虫穴)蟎",1,7
"8023","飛鶴蘭屬",1,4
"8024","食人鮫",6,3
"8025","食用殼菜蛤",2,5
"8026","食蟹豆齒鰻",3,5
"8027","食蟹蛙",2,3
"8028","首台同足節蜱",1,6
"8029","首環蝶",2,3
"8030","香台灣大蚊",1,5
"8031","香杉",2,2
"8032","香匙",1,2
"8033","香斜棘䲗",2,4
"8034","香陵齒蕨屬",1,5
"8035","香港後頜鰧",1,5
"8036","香港偽土茯苓",2,6
"8037","香港深鰕虎魚",1,6
"8038","香港饅頭果",1,5
"8039","香菇草",3,3
"8040","香楠",3,2
"8041","香蓼",4,2
"8042","香蕉弄蝶",1,4
"8043","俳灰蝶",1,3
"8044","俺奧仔",5,3
"8045","倉田氏蹄蓋蕨",3,6
"8046","倉田蹄蓋蕨",3,5
"8047","倍良",3,2
"8048","倍蕊伯格草",2,5
"8049","倒牙魣",1,3
"8050","倒吊",12,2
"8051","倒吊風藤",4,4
"8052","倒吊學",5,3
"8053","倒吊蘭屬",1,4
"8054","倒串",3,2
"8055","倒卵葉木藍",6,5
"8056","倒卵葉車前蕨",5,6
"8057","倒卵葉胡頹子",2,6
"8058","倒卵葉楠",3,4
"8059","倒吞鱟",3,3
"8060","倒棘鯒",4,3
"8061","候貝切",3,3
"8062","倫氏棘花鮨",1,5
"8063","倫氏鈍塘鱧",1,5
"8064","倫氏鱗鰭梅鯛",2,6
"8065","倭鮊",1,2
"8066","准海魴",1,3
"8067","准雀鯛",16,3
"8068","准鳳蝶",5,3
"8069","凉山石杉",2,4
"8070","剛毛輻禾蕨",5,5
"8071","剝皮仔",29,3
"8072","剝皮魚",68,3
"8073","厝尾鳥",2,3
"8074","原生擬珊瑚菌",2,6
"8075","原矛頭蝮",1,4
"8076","原尾蜥虎",2,4
"8077","原淺色類葚孢菌",3,7
"8078","原葉蕨屬",1,4
"8079","原鮫",1,2
"8080","哥氏管鬚蟹",1,5
"8081","哥德恩蚜小蜂",1,6
"8082","哨兵蟹",2,3
"8083","哲東氏海蛇",1,5
"8084","唇長腹姬蛛",1,5
"8085","唇斑裸胸鯙",1,5
"8086","埃氏肉質軟珊瑚",2,7
"8087","埃氏磨塘鱧",1,5
"8088","埔里三線蝶",1,5
"8089","埔里小灰蝶",1,5
"8090","埔里小型小灰蝶",5,7
"8091","埔里小星挵蝶",1,6
"8092","埔里小黃紋弄蝶",1,7
"8093","埔里杜鵑",2,4
"8094","埔里明后夜蛾",1,6
"8095","埔里波紋小灰蝶",1,7
"8096","埔里波紋蛇目蝶",1,7
"8097","埔里社三線蝶",1,6
"8098","埔里社波紋小灰蝶",1,8
"8099","埔里社姬胡麻天牛",1,8
"8100","埔里紅弄蝶",1,5
"8101","埔里琉璃小灰蝶",3,7
"8102","埔里紫小灰蝶",1,6
"8103","埔里紫斑蝶",1,5
"8104","埔里華吸鰍",1,5
"8105","埔里黃紋弄蝶",1,6
"8106","埔里瑠璃小灰蝶",1,7
"8107","埔里綠一文字蝶",2,7
"8108","埔里綠一字蝶",2,6
"8109","埔里綠小灰蝶",1,6
"8110","埔姜仔",1,3
"8111","埔荊茶",1,3
"8112","埔鹽",1,2
"8113","夏灰蝶",2,3
"8114","夏威夷副䱵",3,5
"8115","夏威夷魷魚",3,5
"8116","夏堇",1,2
"8117","夏黃斑弄蝶",1,5
"8118","套依刺鎧蝦",1,5
"8119","姬一文字弄蝶",6,6
"8120","姬一字挵蝶",6,5
"8121","姬三尾小灰蝶",2,6
"8122","姬三尾灰蝶",2,5
"8123","姬小紋青斑蝶",1,6
"8124","姬小紋淡青斑蝶",1,7
"8125","姬小黃紋弄蝶",1,6
"8126","姬水蕨",1,3
"8127","姬牛角鍬形蟲",1,6
"8128","姬台灣山蝸牛",1,6
"8129","姬白小灰蝶",1,5
"8130","姬白灰蝶",1,4
"8131","姬白條天牛",1,5
"8132","姬白蟻",1,3
"8133","姬角魚",1,3
"8134","姬赤星椿象",1,5
"8135","姬昔蓬",5,3
"8136","姬波紋小灰蝶",4,6
"8137","姬星弄蝶",1,4
"8138","姬紅娘魚",1,4
"8139","姬紅挾蝶",15,4
"8140","姬紅蛺蝶",15,4
"8141","姬烏小灰蝶",2,5
"8142","姬狹翅挵蝶",1,5
"8143","姬兜蟲",1,3
"8144","姬旋花",3,3
"8145","姬蛇目蝶",1,4
"8146","姬單帶弄蝶",6,5
"8147","姬斑馬灰蝶",2,5
"8148","姬棕色長腳蜂",2,6
"8149","姬黃三綫蝶",2,5
"8150","姬黃三線蝶",2,5
"8151","姬黃紋弄蝶",1,5
"8152","姬黃錐華麗蜾蠃",1,7
"8153","姬黑花天牛",1,5
"8154","姬黑金龜",2,4
"8155","姬黑星小灰蝶",2,6
"8156","姬綫灰蝶",2,4
"8157","姬稻挵蝶",6,4
"8158","姬蔗龜",1,3
"8159","姬龍",1,2
"8160","姬擬鸚鯛",1,4
"8161","姬薄顎鍬形蟲",1,6
"8162","姬雙尾小灰蝶",2,6
"8163","姬雙尾瑠璃小灰蝶",2,8
"8164","姬雙尾蝶",3,4
"8165","姬雙尾燕蝶",2,5
"8166","姬雙紋小黑瓢蟲",1,7
"8167","姬鷸",1,2
"8168","姬豔嗡蜣螂",1,5
"8169","娑環蛺蝶",4,4
"8170","娘仔魚",27,3
"8171","娘戾仔",10,3
"8172","娜灰蝶",1,3
"8173","娜拉波灰蝶",4,5
"8174","娜拉波紋小灰蝶",4,7
"8175","娜環蛺蝶",4,4
"8176","家白蟻",1,3
"8177","家衣蛾",2,3
"8178","家具蟑螂",8,4
"8179","家長腳蜂",1,4
"8180","家雨燕",1,3
"8181","家屋白蟻",1,4
"8182","家屋蜚蠊",3,4
"8183","家桑",1,2
"8184","家馬蜂",1,3
"8185","家鴉",1,2
"8186","家燕(白腹亞種)",1,6
"8187","家燕(紅腹亞種)",1,6
"8188","家燕(普通亞種)",1,6
"8189","家燕(蒙古亞種)",1,6
"8190","家燕白腹亞種",1,6
"8191","家燕紅腹亞種",1,6
"8192","家燕普通亞種",1,6
"8193","家燕蒙古亞種",1,6
"8194","家蟋蟀",6,3
"8195","容格氏絨蓋牛肝菌",2,8
"8196","射狗母",1,3
"8197","展翅臺大蚊",1,5
"8198","展葉馬尾杉",4,5
"8199","峨眉介蕨",10,4
"8200","峨眉假脈蕨",15,5
"8201","峨眉膜蕨",6,4
"8202","峨嵋條鰨",2,4
"8203","島田紅豆",9,4
"8204","島榕",10,2
"8205","島槐",1,2
"8206","島嶼小公魚",1,5
"8207","島嶼掘地金龜",1,6
"8208","島嶼眶鋸雀鯛",1,6
"8209","島嶼莪白蘭",2,5
"8210","島嶼銀漢魚",2,5
"8211","島薊",4,2
"8212","席草",13,2
"8213","庫氏山珊瑚",1,5
"8214","庫氏天竺鯛",3,5
"8215","庫氏南蜥",1,4
"8216","庫氏膜首鱈",2,5
"8217","庫拉索凹牙豆娘魚",3,8
"8218","庫明氏真稜蜥",1,6
"8219","庫柏利多角海蛞蝓",1,8
"8220","庫羅黛",2,3
"8221","弱序羊茅",1,4
"8222","弱棘魚",6,3
"8223","弱擬紛舟蛾",4,5
"8224","恩氏擬花鮨",2,5
"8225","扇尾沙錐",3,4
"8226","扇形根扇珊瑚",1,6
"8227","扇角大花蚤",1,5
"8228","扇魨",1,2
"8229","扇蕨",13,2
"8230","拳頭海葵",1,4
"8231","拳擊螳螂",2,4
"8232","拿大早熟禾",14,5
"8233","拿破崙",2,3
"8234","捕魚木屬",1,4
"8235","旅扇夜蛾",1,4
"8236","書帶薹草",2,4
"8237","柴山多杯孔珊瑚",1,7
"8238","柴田氏圓胸菊虎",1,7
"8239","柴魚",3,2
"8240","栗子",28,2
"8241","栗耳短腳鵯",5,5
"8242","栗耳鳳鶥",2,4
"8243","栗耳鵐",2,3
"8244","栗色深山鍬形蟲",1,7
"8245","栗色透翅斑蝶",3,6
"8246","栗尾椋鳥",1,4
"8247","栗翅鳳鵑",2,4
"8248","栗腹文鳥",6,4
"8249","栗腹文鳥(馬來亞種)",2,8
"8250","栗腹文鳥馬來亞種",2,8
"8251","栗葦鷺",1,3
"8252","栗樹鴨",1,3
"8253","栗頭麻鷺",2,4
"8254","栗頭斑翅鶥",1,5
"8255","栗鵐",1,2
"8256","栗鵯",1,2
"8257","校力",9,2
"8258","校欑",1,2
"8259","校讚",1,2
"8260","栲",6,1
"8261","栲栗",4,2
"8262","栲樹",6,2
"8263","核果木",8,3
"8264","核果木科",1,4
"8265","根四脈綿蚜",2,5
"8266","根葉希氏珊瑚",1,6
"8267","格氏松毬",1,4
"8268","格氏苞領苔",5,5
"8269","格氏栲",3,3
"8270","格仔",25,2
"8271","格紋海豬魚",2,5
"8272","格紋蝴蝶魚",2,5
"8273","格紋雙叉海蛞蝓",2,7
"8274","格斯特乳白蟻",1,6
"8275","桂皮斑鮃",2,4
"8276","桂皮紫萁屬",1,5
"8277","桂色雀",4,3
"8278","桂花負蝽",1,4
"8279","桂圓",1,2
"8280","桂葉黃梅",1,4
"8281","桃六點天蛾",1,5
"8282","桃色女婁菜",1,5
"8283","桃紅巨花鮨",1,5
"8284","桃紅陣雨樹",1,5
"8285","桃紅鳳蝶",3,4
"8286","桃園草",1,3
"8287","桃源台灣絨毛金龜",1,8
"8288","桃源臺灣絨毛金龜",1,8
"8289","桐花樹",2,3
"8290","桑氏燕鷗",2,4
"8291","桑裂孢(黴)菌",1,5
"8292","桑葉懸鉤子",2,5
"8293","桑鳲(中國亞種)",2,6
"8294","桑鳲(日本亞種)",1,6
"8295","桑鳲中國亞種",2,6
"8296","桑鳲日本亞種",1,6
"8297","桔毛蟲",1,3
"8298","桔紅錐腹蛛",3,5
"8299","桔帶裸頰鯛",2,5
"8300","桔斑紡錘鰕虎魚",2,7
"8301","氣瓜仔",21,3
"8302","氣球魚",4,3
"8303","氣規",43,2
"8304","泰山縠精草",1,5
"8305","泰竹",4,2
"8306","泰勒鰺",2,3
"8307","泰國八哥",4,4
"8308","泰國土虱",3,4
"8309","泰國長臂大蝦",1,6
"8310","泰國魚虎",3,4
"8311","泰國塘虱",3,4
"8312","泰國蝦",1,3
"8313","泰國鮕鮘",3,4
"8314","泰國鯰",3,3
"8315","泰國櫻花",1,4
"8316","泰國鱧",3,3
"8317","泰晤士扭鞘藻",3,6
"8318","泰雅三線蝶",4,5
"8319","泰雅小灰蝶",1,5
"8320","泰雅台灣絨毛金龜",1,8
"8321","泰雅爾綠小灰蝶",1,7
"8322","泰雅綠小灰蝶",1,6
"8323","泰雅綠灰蝶",1,5
"8324","泰雅閻魔金龜",1,6
"8325","浙江土色斜紋天蛾",2,8
"8326","浙江紫薇",1,4
"8327","浪花銀漢魚",1,5
"8328","浮水蓮花",9,4
"8329","浮萍",10,2
"8330","浮囊狸藻",1,4
"8331","海刀豆",17,3
"8332","海土虱",8,3
"8333","海土鰍",3,3
"8334","海氏棘花鮨",1,5
"8335","海氏鈍鯊",2,4
"8336","海氏鈍鰕虎",2,5
"8337","海氏裸胸鱔",1,5
"8338","海水鬥魚",2,4
"8339","海牛港",30,3
"8340","海州骨碎補",7,5
"8341","海吳郭",2,3
"8342","海芋嵌紋病毒",2,6
"8343","海芋屬",1,3
"8344","海和尚",1,3
"8345","海岸鳳尾蕨",2,5
"8346","海岸擬茀蕨",11,5
"8347","海狗母梭",2,4
"8348","海狗甘仔",39,4
"8349","海肥螋",1,3
"8350","海金沙科",1,4
"8351","海金魚",38,3
"8352","海門冬",3,3
"8353","海南玄灰蝶",2,5
"8354","海南石斛",3,4
"8355","海南洋仔",2,4
"8356","海南栲樹",2,4
"8357","海南馬唐",17,4
"8358","海南蟲昌蝸牛",1,6
"8359","海奎拉舌海蛞蝓",1,7
"8360","海洋斧魚",23,4
"8361","海洋原多甲藻",1,6
"8362","海秋沙",2,3
"8363","海胡蠅",7,3
"8364","海茄苳屬",1,4
"8365","海哥龍王",2,4
"8366","海島美銀漢魚",2,6
"8367","海島陵齒蕨",6,5
"8368","海桐葉白英",5,5
"8369","海草",3,2
"8370","海草魚",9,3
"8371","海豹格",2,3
"8372","海馬",17,2
"8373","海參鰻",2,3
"8374","海婆仔",1,3
"8375","海掃手",3,3
"8376","海掃帚",1,3
"8377","海梨",6,2
"8378","海犁齒鳚",2,4
"8379","海豚哥",10,3
"8380","海陸蛙",2,3
"8381","海雀",1,2
"8382","海鹿科",1,3
"8383","海菴",7,2
"8384","海象魚",2,3
"8385","海塘虱",8,3
"8386","海瑞氏裸胸鯙",1,6
"8387","海蒂隱翅菊虎",1,6
"8388","海蛾魚",6,3
"8389","海綿精幹蟹",1,5
"8390","海豬",1,2
"8391","海豬仔",3,3
"8392","海魴",3,2
"8393","海鴉",1,2
"8394","海燕",2,2
"8395","海鮘",3,2
"8396","海鮘仔",2,3
"8397","海龍",92,2
"8398","海龍魚",4,3
"8399","海龍鬚",3,3
"8400","海龜",5,2
"8401","海濱大戟",11,4
"8402","海濱芥菜",2,4
"8403","海膽姥姥魚",2,5
"8404","海膽鯛",2,3
"8405","海鴿",1,2
"8406","海蟲",17,2
"8407","海雞母",6,3
"8408","海鯽仔",14,3
"8409","海獸胃線蟲",1,5
"8410","海邊月見草",1,5
"8411","海鯰",5,2
"8412","海麗仔",4,3
"8413","海蘋果",2,3
"8414","海鰗鰍",5,3
"8415","海鰱",10,2
"8416","海鰱仔",3,3
"8417","海鰻",54,2
"8418","海鷗",3,2
"8419","海鷗(西伯利亞亞種)",1,8
"8420","海鷗(堪察加亞種)",1,7
"8421","海鷗西伯利亞亞種",1,8
"8422","海鷗堪察加亞種",1,7
"8423","海灣鱚",1,3
"8424","浸水營柯",1,4
"8425","烈仔",3,2
"8426","烏丸悅",2,3
"8427","烏心石",4,3
"8428","烏心石屬",5,4
"8429","烏毛蕨",2,3
"8430","烏毛蕨屬",2,4
"8431","烏仔",48,2
"8432","烏仔魚",48,3
"8433","烏甘",15,2
"8434","烏皮石柃",6,4
"8435","烏石鼻芋蘭",13,5
"8436","烏老",1,2
"8437","烏耳鰻",4,3
"8438","烏臼",10,2
"8439","烏尾冬仔",29,4
"8440","烏尾冬仔，赤腹烏尾鮗",2,9
"8441","烏尾冬仔，黃烏尾鮗",1,8
"8442","烏尾鸚鯛",1,4
"8443","烏杉",2,2
"8444","烏來赤箭",1,4
"8445","烏來金星蕨",6,5
"8446","烏來假吻蘭",4,5
"8447","烏來粗腿小翅天牛",1,8
"8448","烏來喙盲蝽",1,5
"8449","烏來黑星小灰蝶",2,7
"8450","烏咕嚕仔",2,4
"8451","烏昌",3,2
"8452","烏芝",2,2
"8453","烏秋",2,2
"8454","烏面赤尾冬",1,5
"8455","烏格",4,2
"8456","烏翅尾",3,3
"8457","烏翅真鯊",3,4
"8458","烏胸馬蜂",2,4
"8459","烏崗櫟",1,3
"8460","烏梢蛇",2,3
"8461","烏甜樹",3,3
"8462","烏規",4,2
"8463","烏魚",61,2
"8464","烏魚規",1,3
"8465","烏喉",2,2
"8466","烏游蛇",2,3
"8467","烏腳綠",3,3
"8468","烏腳濱鷸",1,4
"8469","烏達婆",3,3
"8470","烏鳩",2,2
"8471","烏領椋鳥",1,4
"8472","烏線雀鶥",3,4
"8473","烏魴",9,2
"8474","烏鴉",1,2
"8475","烏鴉鳳蝶",3,4
"8476","烏齒原蟌",2,4
"8477","烏燕仔魴",3,4
"8478","烏龜",1,2
"8479","烏龜螺",2,3
"8480","烏斂莓",2,3
"8481","烏雞骨",4,3
"8482","烏鵑",1,2
"8483","烏藥竹",3,3
"8484","烏蠅草",3,3
"8485","烏邊鸚哥",1,4
"8486","烏鵲",2,2
"8487","烏鶇",3,2
"8488","烏蘇里山馬薯",1,6
"8489","烏鰡",4,2
"8490","烏鰡串",3,3
"8491","烏鰺",3,2
"8492","烏鰻",2,2
"8493","烘仔魚",1,3
"8494","烙鐵頭",1,3
"8495","烤籽魚",4,3
"8496","狹紋虎鯊",3,4
"8497","狹翅大螳螂",2,5
"8498","狹翅弄蝶",1,4
"8499","狹翅挵蝶",1,4
"8500","狹翅透斑蛾",1,5
"8501","狹翅黃星弄蝶",2,6
"8502","狹翅鐵角蕨",17,5
"8503","狹帶細鱗盔魚",2,6
"8504","狹萼鈍葯野木瓜",10,7
"8505","狹葉土丁桂",1,5
"8506","狹葉大功勞",1,5
"8507","狹葉小羽苔",7,5
"8508","狹葉小黃苔變種",1,7
"8509","狹葉香蒲",13,4
"8510","狹葉高山櫟",6,5
"8511","狹葉摺唇蘭",2,5
"8512","狹葉雞矢藤",31,5
"8513","狹葉櫟",6,3
"8514","狹葉鷗蔓",2,4
"8515","狹辦玉鳳蘭",6,5
"8516","狹臀瓢蟲",1,4
"8517","狹瓣菝葜",1,4
"8518","狹顱帶魚",2,4
"8519","狼牙棒",1,3
"8520","狼牙雙盤鰕虎魚",1,7
"8521","狼毒屬",1,3
"8522","珞珈鱠",2,3
"8523","珠仔草",2,3
"8524","珠仔蝦",2,3
"8525","珠光黃裳鳳蝶",1,6
"8526","珠光鳳蝶",1,4
"8527","珠衣蝶",3,3
"8528","珠貝鈎潛魚",2,5
"8529","珠花樹",7,3
"8530","珠斑大咽齒魚",2,6
"8531","珠斑赤尾冬",4,5
"8532","珠履帶蛺蝶",2,5
"8533","珠蝴蝶魚",6,4
"8534","珠鍊單鰓海星",1,6
"8535","珠櫻鮨",2,3
"8536","珠鱠",12,2
"8537","珠鸚鯛",2,3
"8538","班氏銀鮈",2,4
"8539","班氏頜鬚鮈",2,5
"8540","班第氏裸胸鱔",1,6
"8541","琉神大百足",1,5
"8542","琉球三線蝶",1,5
"8543","琉球角魴鮄",1,5
"8544","琉球卷柏",1,4
"8545","琉球青斑蝶",2,5
"8546","琉球紫挾蝶",2,5
"8547","琉球紫蛺蝶",2,5
"8548","琉球紫蝶",2,4
"8549","琉球絨毛弄蝶",1,6
"8550","琉球黑毛",4,4
"8551","琉球黑星小灰蝶",1,7
"8552","琉球鼠李",5,4
"8553","琉球綠金龜",1,5
"8554","琉球裸海蛞蝓",1,6
"8555","琉球盤孔喉盤魚",1,7
"8556","琉球鴝鳥",2,4
"8557","琉球雙線鼬鳚",2,6
"8558","琉球鐵線蓮",4,5
"8559","琉球鶲",2,3
"8560","琉璃小灰蝶",1,5
"8561","琉璃小翅天牛",1,6
"8562","琉璃天牛",1,4
"8563","琉璃灰蝶",1,4
"8564","琉璃波灰蝶",1,5
"8565","琉璃波紋小灰蝶",1,7
"8566","琉璃神仙魚",2,5
"8567","琉璃紋蛺蝶",1,5
"8568","琉璃紋鳳蝶",5,5
"8569","琉璃閃星天牛",1,6
"8570","琉璃寄生蠅",1,5
"8571","琉璃帶鳳蝶",1,5
"8572","琉璃綠三星斑蛾",4,7
"8573","琉璃鳳蝶台灣北部亞種",1,10
"8574","琉璃鳳蝶台灣亞種",5,8
"8575","琉璃鳳蝶臺灣北部亞種",1,10
"8576","琉璃鳳蝶臺灣亞種",5,8
"8577","留仔",1,2
"8578","留尼汪島骨鰃",1,6
"8579","留璃蛺蝶",1,4
"8580","疾玄透翅蛾",2,5
"8581","益本蜣螂",1,4
"8582","益田氏寒鯛",1,5
"8583","益田普提魚",1,5
"8584","真口魚",2,3
"8585","真赤鯛(真鯛)",2,5
"8586","真冠帶魚",2,4
"8587","真珠龍",4,3
"8588","真雁",1,2
"8589","真裸頂鯛",4,4
"8590","真鎖管",1,3
"8591","真鰺",3,2
"8592","破北",2,2
"8593","破布木",1,3
"8594","破布艾",5,3
"8595","破布鯊",1,3
"8596","破皮烏",3,3
"8597","破雨傘",8,3
"8598","破褐緣卡尺蛾",3,6
"8599","神戶鎖管",1,4
"8600","神仙",3,2
"8601","神妙擬相手蟹",2,6
"8602","神秘果",3,3
"8603","神蛙",2,2
"8604","神農蜣螂",2,4
"8605","秤仔花",5,3
"8606","秧雞",2,2
"8607","窄招潮蟹",3,4
"8608","窄翅角紋弄蝶",1,6
"8609","窄眶繸鯒",1,4
"8610","窄琵琶蟹",1,4
"8611","窄葉台灣榕",1,5
"8612","窄葉野豌豆",13,5
"8613","窄葉黃菀",3,4
"8614","窄葉臺灣榕",1,5
"8615","窄葉澤瀉",4,4
"8616","窄穗莎草",6,4
"8617","窄黛綠蛺蝶",2,5
